date,T10Y2Y_level,T10Y2Y_1m_chg,T10Y2Y_3m_chg,T10Y2Y_12m_chg,T10Y2Y_inv,T10Y3M_level,T10Y3M_1m_chg,T10Y3M_3m_chg,T10Y3M_12m_chg,T10Y3M_inv,DGS10_level,DGS10_1m_chg,DGS10_3m_chg,DGS2_level,DGS2_1m_chg,DGS2_3m_chg,YIELD_SLOPE_level,YIELD_SLOPE_3m_chg,MONTHS_SINCE_INVERSION,HY_level,HY_1m_chg,HY_3m_chg,HY_12m_chg,BBB_level,BBB_1m_chg,BBB_3m_chg,BBB_12m_chg,CREDIT_DIFF_level,CREDIT_DIFF_3m_chg,NFCI_level,NFCI_1m_chg,NFCI_3m_chg,STLFSI_level,STLFSI_1m_chg,STLFSI_3m_chg,ICSA_ma3,ICSA_mom,ICSA_yoy,ICSA_3m_chg,ICSA_accel,CCSA_ma3,CCSA_mom,CCSA_yoy,UNRATE_level,UNRATE_mom,UNRATE_yoy,SAHM_computed,SAHM_triggered,SAHM_realtime,SAHM_realtime_triggered,INDPRO_mom,INDPRO_yoy,INDPRO_ma3mom,INDPRO_accel,IPMAN_mom,IPMAN_yoy,IPMAN_ma3mom,IPMAN_accel,PERMIT_mom,PERMIT_yoy,PERMIT_ma3mom,PERMIT_accel,HOUST_mom,HOUST_yoy,HOUST_ma3mom,HOUST_accel,DGORDER_mom,DGORDER_yoy,DGORDER_ma3mom,DGORDER_accel,RETAIL_mom,RETAIL_yoy,RETAIL_ma3mom,RETAIL_accel,UMCSENT_level,UMCSENT_1m_chg,UMCSENT_3m_chg,UMCSENT_yoy,UMCSENT_ma3,EPU_level,EPU_1m_chg,EPU_3m_chg,EPU_yoy,EPU_ma3,REAL_M2_yoy,REAL_M2_mom,CPI_yoy,DELINQ_level,DELINQ_3m_chg,DELINQ_6m_chg,GTRENDS_level,GTRENDS_1m_chg,GTRENDS_3m_chg,GT_unemp_benefits,GT_recession,GT_bankruptcy,GT_job_loss,GT_foreclosure,SP500_bear,SP500_below_ma6,SP500_below_ma12,SP500_ma_cross,VIX_level,VIX_1m_chg,VIX_3m_chg,VIX_ma3,VIX_above20,VIX_above30,VIX_spike,NASDAQ_ret_1m,NASDAQ_ret_3m,NASDAQ_ret_6m,NASDAQ_ret_12m,NASDAQ_drawdown,EQUITY_STRESS,COMPOSITE_STRESS
2008-01-01,0.000412484372129935,0.0002840954333514822,0.07452261813392534,-9.589552076015055e-06,0.0,0.04700075215167855,-0.00016664947217399746,0.0,1.2754438956308247,0.0,-0.005834414614244204,0.019651979211767926,0.008025126677512642,-0.012953947040336264,0.007013621318899177,0.09517088758786683,-0.0008382150214507953,0.0664636903644893,0.944498167021692,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001818747528508567,-0.046860416095054466,0.0,0.0,-0.0492596555956362,-0.0006576232587691713,0.0,-0.002166260694910911,-0.0010556211511198155,0.00028315143590515907,-0.9182123941888614,0.29651110609723746,-0.22610479418568624,0.4122367533069999,0.000367416327072211,0.12310742891263231,1.4826353735835043,-0.018088928026390946,-0.00023185868030649662,0.0030845665226706467,0.2478224821443497,0.000257657596261493,0.0,0.029305592516242526,0.0,-0.0007107734202239143,-0.0021473751490527133,0.0012733321903349224,0.0,-0.0025009072222038757,-0.0005477650877892813,-0.07876267529964062,-7.399511213773204e-05,0.0,0.02830954423235829,-0.0017306144787299206,-0.0007327412678896843,0.0,0.0,-0.000512259701879533,0.0010863589802200821,0.0001496980324912209,0.0,-0.013232422842320433,0.0,0.0,0.0,0.0,0.0,-0.013428642164067058,0.0,0.0017925770805782425,0.13238232290694626,0.1323619179029858,0.0,0.00028165928371267615,0.0,0.17516426166707297,0.0,0.0,0.0005713468332224711,-0.07497633724739024,-0.021999579567137096,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49498714615633e-06,-0.00021156348666692026,0.015724799705253256,0.006117225408599888,0.0,0.0,-0.0005132346075269702,0.006168154118746062,0.0035896834814590807,0.9326044204257034,0.07209621748630739,0.08806478419257019,0.06529447589474374,0.0
2008-02-01,0.000412484372129935,0.0002840954333514822,0.07655377088210152,0.00025891790605240655,0.0,0.1149671001241052,-0.00016664947217399746,0.0,1.3203702217067128,0.0,-0.005875895803466384,-0.0005052239032202665,-0.0022497411800145813,-0.012953947040336264,0.007013621318899177,0.09548761579664387,-0.0008382150214507953,0.0664636903644893,0.9762486143770892,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001818747528508567,-0.04632053078972033,0.0,0.0,-0.04950490985570438,-0.002203252200511323,0.0,-0.002166260694910911,-0.0010556211511198155,-0.000499679004538516,-0.9076065192406816,0.3312755781661708,-0.22057368376446718,0.41620811606112934,0.0016376357833454308,0.1371250138230924,1.4977144541091965,-0.018088928026390946,-0.00023185868030649662,-0.00023532124697734096,0.23763160150539075,0.000257657596261493,0.0,0.03125398842303592,0.0,-0.0007107734202239143,-0.0021473751490527133,-0.0014404390870516124,0.0,0.0046354062159478715,-0.0005477650877892813,0.031094597165458725,-7.399511213773204e-05,0.0,0.02831352231786815,-0.0017306144787299206,-0.0007327412678896843,0.0,0.0,-0.000512259701879533,0.0011021665638346549,-0.0017065575703999174,0.0,-0.018517805819972998,0.0,0.0,0.0,0.0,0.0,-0.019323232416195216,0.0,0.0017925770805782425,0.13451405217983514,0.13109986111924335,0.0,0.00028165928371267615,0.0,0.1652861014868945,0.0,0.0,0.0005713468332224711,-0.07226256597000372,-0.021999579567137096,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49498714615633e-06,-0.00021156348666692026,-0.0035402778566623995,0.006117225408599888,0.0,0.0,-0.0005132346075269702,-0.0005799109277349441,0.003906411690236117,0.9328251740488904,0.07193913451163492,0.09990377916695048,0.06741167994290784,0.0
2008-03-01,0.000412484372129935,0.00034012411794507355,0.07578631885047439,0.00025891790605240655,0.0,0.057793654663411645,-0.00016664947217399746,0.0,1.3089685859099638,0.0,-0.003928867014036669,-0.0010536730479922133,0.008025126677512642,-0.012593468962355987,0.011223760353722688,0.15251487867305974,-0.0008382150214507953,0.06650223579059232,0.9707067598521197,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006312949915556765,-0.0754320002539843,0.0,0.0,-0.04114746724852019,0.0102040208713951,0.0,-0.002166260694910911,0.0005981853189678954,-0.000499679004538516,-0.9103555649202791,0.3805392345205018,0.7853984983942461,0.36808644175379024,0.001429723913466229,0.1460700437632313,1.5254545430115325,-0.01846884579904941,-0.00023185868030649662,-0.00023532124697734096,0.24448782885955012,0.000257657596261493,0.0,0.03318732185466054,0.0,0.00038500226928795355,-0.006114217868558898,0.0011523097636664487,0.0,0.0046354062159478715,-0.0005477650877892813,0.06282886671989323,-3.349710103387545e-05,0.0,0.04840241910115531,0.022082126246694412,-0.0004468047157927942,0.0,0.0,-0.00023641665096062184,0.0010863589802200821,0.0001496980324912209,0.0,-0.003482446379972913,0.0,0.0,0.0,0.0,0.0,0.14163171393317242,0.0,0.002421953888996952,0.13451405217983514,0.139312754609693,0.0,-0.006933172882767435,0.0,0.1652861014868945,0.0,0.0,-0.0023570018164823323,-0.07639178871331422,-0.026739745226470383,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002571786152392473,-0.00021156348666692026,0.006998099613251952,0.006117225408599888,0.0,0.0,-0.0004339862873076304,-0.0002942944287665433,0.011920391433195428,0.9269725605930124,0.07818255834064894,0.08508573536361569,0.067827856032049,0.0
2008-04-01,0.000412484372129935,0.00034012411794507355,-0.004673267857917676,-9.589552076015055e-06,0.0,0.05977121574633745,-0.00016664947217399746,0.0,1.3070865643061704,0.0,-0.003941270597933316,-0.0010536730479922133,-0.0022497411800145813,-0.012593468962355987,-0.0020134972424769968,0.16302216354538457,-0.0008382150214507953,-0.002296436977841978,0.9636165483911234,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001818747528508567,-0.07565453773345149,0.0,0.0,-0.03389841321925653,-0.0006174474921036297,0.0,-0.002166260694910911,-0.0010556211511198155,-0.000499679004538516,-0.8862906858881852,0.39739550414358904,0.7892637915166572,0.44438918615557726,0.001429723913466229,0.1460700437632313,1.487621839164501,0.07960424269624795,-0.00023185868030649662,-0.00023532124697734096,0.24448782885955012,0.0021645983596193753,0.0,0.03732890169490206,0.0,0.00038500226928795355,-0.006114217868558898,0.0011523097636664487,0.0,0.0046354062159478715,-0.0005477650877892813,0.05990897946176143,-3.349710103387545e-05,0.0,0.04909858406538058,0.024475262006011248,-0.0004468047157927942,0.0,0.0,-0.00023641665096062184,0.0010863589802200821,0.0001496980324912209,0.0,-0.003482446379972913,0.0,0.0,0.0,0.0,0.0,0.15372864369505435,0.0,0.002775755284710115,0.13583372657325055,0.13972431932010296,0.0,0.0018912882118620649,0.0,0.1652861014868945,0.0,0.0,0.00036826561274976016,-0.08581233394244925,-0.026739745226470383,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002057490118620406,-0.00021156348666692026,-0.0018338469644377366,0.006117225408599888,0.0,0.0,-0.0004339862873076304,-0.0003556146587760227,0.0038510776797773443,0.9287701870849954,0.07785216822595872,0.09970995259745695,0.067827856032049,0.0
2008-05-01,0.000414199317462265,0.00011851694050872913,-0.005711948642489521,-9.589552076015055e-06,0.0,0.056146710915472554,-0.00016664947217399746,0.0,1.3107264633000766,0.0,-0.011511086673870123,-0.0017098876121709296,-0.0010277802126699368,-0.01601816672953343,-0.0020134972424769968,-0.22029309839101957,-0.0008382150214507953,-0.002296436977841978,0.48492358498707305,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001818747528508567,-0.07289019630412626,0.0,0.0,-0.03556474080481299,0.004875469732497619,0.0,-0.002166260694910911,-0.0010556211511198155,-0.000499679004538516,-0.7750768617716538,0.3727663706209502,0.6077623657306491,0.40230426491879545,0.00011958538019289189,0.13039629570044717,1.454665022145766,0.07984802622045968,-0.00023185868030649662,-0.00023532124697734096,0.2156443076208999,0.0021645983596193753,0.0,0.03732890169490206,0.0,0.00038500226928795355,-0.0029368430923538396,0.0011523097636664487,0.0,0.0046354062159478715,-0.0005477650877892813,0.10977070901570482,-7.399511213773204e-05,0.0,0.021664635806371773,0.002425403259057566,-0.00048787600639355614,0.0,0.0,-0.0002541438511945216,0.0011021665638346549,6.998688638555782e-05,0.0,0.07221172658537416,0.0,0.0,0.0,0.0,0.0,0.13010219249969793,0.0,0.002775755284710115,0.13583372657325055,0.18982880953662068,0.0,-0.007032755504643798,0.0,0.09584099410365866,0.0,0.0,-0.000780783145373927,-0.08699820377541093,-0.028723672359090856,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002057490118620406,-0.00021156348666692026,-0.0016698954621180457,0.006117225408599888,0.0,0.0,-0.0004104556003942278,-0.0005160152698486386,-0.026092868667522962,0.9270884437561241,0.06398678369953469,0.055181525692466385,-0.052980945333279184,0.0
2008-06-01,0.000414199317462265,0.00011851694050872913,-0.005703947007635405,-9.589552076015055e-06,0.0,0.02551327865680489,-0.00016664947217399746,0.0,1.3092254238218881,0.0,-0.01153193463361807,-0.0015712605961341242,-0.0010277802126699368,-0.01601816672953343,-0.0017794702394062331,-0.23470333728401507,-0.0008382150214507953,-0.002296436977841978,-0.6239426320273,0.0,0.0,0.0,0.0,0.0,0.0,-7.864854177334343e-05,-0.07289019630412626,0.0,0.0,-0.03564345183223357,-0.002203252200511323,0.0,-0.002166260694910911,-0.0010556211511198155,-0.000499679004538516,-0.4860073537726816,0.324624227218832,0.620209379248464,0.40562570101577083,0.00011958538019289189,0.07569706144155226,1.1916232780873492,0.07779767357375861,-0.00023185868030649662,0.006260869496733101,0.18321014146742212,0.0021645983596193753,0.0,0.03732890169490206,0.0,0.00038500226928795355,-0.0007106046708663218,0.0011523097636664487,0.0,0.017146739484881192,-0.0005477650877892813,0.05274170761863693,-7.399511213773204e-05,0.0,0.0894275549469221,-0.0011800263236097224,-0.0004468047157927942,0.0,0.0,-0.0002541438511945216,0.00231961388748135,6.998688638555782e-05,0.0,-0.029270046069890303,0.0,0.0,0.0,0.0,0.0,0.13317746145238837,0.0,0.0029502700686940574,0.13106264851353086,0.1905443552690225,0.0,-0.007032755504643798,0.0,-0.14685041887225245,0.0,0.0,0.009651884723902417,-0.07290195705270394,0.0161191054135926,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002571786152392473,-0.00021156348666692026,-0.0018338469644377366,-0.009118701528354225,0.0,0.0,-0.0004339862873076304,-0.0003556146587760227,-0.025177888708450977,0.9040824837109397,0.05184286921841067,0.03898270949057666,-0.02903502343183397,0.0
2008-07-01,0.004401752731407216,0.00031537687648524606,-0.0031660385270391037,-2.9869096630210824e-06,0.0,0.010337165773822942,-0.00016664947217399746,0.0,1.3801282950929223,0.0,-0.011526682962154831,-0.00048472009094134165,-0.001141826420057686,-0.01601816672953343,-0.0010785298817382037,-0.16932246729670264,-0.0008382150214507953,-0.0011602191039782987,-0.9781340697673276,0.0,0.0,0.0,0.0,0.0,0.0,-7.864854177334343e-05,-0.05683879597822613,0.0,0.0,-0.04553161006637546,-0.0016964584193078865,0.0,-0.002166260694910911,-0.008602189380401902,-0.004071852313579823,0.4361911402376503,0.7312237669474226,0.6383292097989858,0.8400122090327431,0.00011958538019289189,0.07447089027679195,1.3304641889136744,0.0740055568145462,-0.0002514722155077173,-0.00023532124697734096,0.1475366841098161,0.0021645983596193753,0.0,0.03490131164117454,0.0,-0.007165364479554597,-0.0007019703463485261,0.009811004387205077,0.0,0.00473151277405141,-0.0005477650877892813,0.10167729194097744,-3.3329497469837173e-05,0.0,-0.0006917978155169464,-0.006326232581676567,0.020215136436362344,0.0,0.0,-0.0002541438511945216,0.0023552896436608924,0.00015707368183376534,0.0,-0.03299065983592345,0.0,0.0,0.0,0.0,0.0,0.1695918249529199,0.0,0.0029502700686940574,0.13451405217983514,0.09735793131206731,0.0,0.001791705589985702,0.0,0.1652861014868945,0.0,0.0,0.009945701962450343,1.2079197793972603,0.0161191054135926,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015750507805046355,-0.0001543745475312045,-0.0018338469644377366,0.006117225408599888,0.0,0.0,-0.0004339862873076304,-5.182025890849835e-05,0.021123489218581266,-0.14718746867175447,0.07867267993740984,0.043495640149719836,-0.03270962481275257,0.0
2008-08-01,0.004401752731407216,0.0002997437577581175,-0.0026553664109798935,-2.9869096630210824e-06,0.0,0.0229365911190421,-0.00016664947217399746,0.0,1.387718633156896,0.0,-0.01153193463361807,-0.00048472009094134165,-0.001141826420057686,-0.01601816672953343,-0.0010785298817382037,-0.16960750734908878,-0.0008382150214507953,-0.0008164215847634665,-0.9816707964748631,0.0,0.0,0.0,0.0,0.0,0.0,-7.864854177334343e-05,-0.056691092680856134,0.0,0.0,-0.0443315302787616,-9.954482344840372e-06,0.0,-0.002166260694910911,-0.008602189380401902,-0.004071852313579823,0.4390493074613805,0.6893017671602727,0.6653675278769815,0.7307816206408353,0.009345045135294543,0.07499818495137538,1.5650817643109882,0.08276541893084764,-0.0005358916154445916,-0.00023532124697734096,0.1475366841098161,0.0021645983596193753,0.0,0.03187974661234434,0.0,-0.007165364479554597,-0.0025751481339479645,-0.017864859988594693,0.0,0.00473151277405141,-0.0005477650877892813,0.10092612400585556,-3.3329497469837173e-05,0.0,0.021707191640948382,-0.00018975763563950612,-0.0008223614115557971,0.0,0.0,-0.0002541438511945216,0.0023177216805704004,0.00015707368183376534,0.0,-0.03299065983592345,0.0,0.0,0.0,0.0,0.0,0.17664320212515594,0.0,0.0029502700686940574,0.13583372657325055,0.09743063381963755,0.0,0.001791705589985702,0.0,0.1652861014868945,0.0,0.0,-0.0008424732882331106,1.081419544665215,0.0161191054135926,0.0,0.0025965991229572796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007089365658724617,-0.00013734840796753841,-0.001629147409944714,0.006117225408599888,0.0,0.0,-0.0004339862873076304,-0.00022906290721196116,0.02025769500608872,-0.14650422995728762,0.07692764028789281,0.04147600205650409,-0.056655546714197785,0.0
2008-09-01,0.004400959740685547,0.0002996819658693927,-0.002353349565544744,-2.9869096630210824e-06,0.0,0.010383519470872663,-0.00016664947217399746,0.0,1.386825275845699,0.0,-0.003923849452185856,-3.7601325975851057e-05,-0.001141826420057686,-0.012593468962355987,0.005884730764137644,0.12385046767041077,-0.0008382150214507953,-0.0008164215847634665,-0.9135297804236014,0.0,0.0,0.0,0.0,0.0,0.0,-7.864854177334343e-05,-0.057444784572768436,0.0,0.0,0.31837780805798926,0.0028633825489713144,0.0,-0.0007186559205713657,0.004874573982227744,0.0023073829776952327,0.44482025891577703,0.6366630787139727,0.7613640048683418,0.8181845420524116,0.001429723913466229,0.0676353126072126,1.764974154272479,0.041800087894279324,-0.0005358916154445916,0.0019163175985053218,0.133013038290997,0.0007521712794707198,0.0,0.030865834070684158,0.0,0.0038812390930920712,0.001460920626199656,0.010954234096269765,0.0,0.02337435300316506,-0.0005477650877892813,0.10487360217319885,-3.3329497469837173e-05,0.0,0.040502117455043736,0.0011592471330897271,-0.0006742770889767685,0.0,0.0,-0.00016069552191373047,0.0023177216805704004,0.0006103510034773444,0.0,-0.058778259525840836,0.0,0.0,0.0,0.0,0.0,0.16047958437214696,0.0,0.0029502700686940574,0.07727657830911493,0.04921546611897478,0.0,0.0018912882118620649,0.0,-0.13687755279383446,0.0,0.0,0.00042406486707505074,1.1086162396499721,0.010930955809482707,0.0,-0.003576447848601536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005355912861818688,0.013464874842386882,0.010063722371652366,0.021596924672417903,0.0,0.0,-0.00030188048730982837,0.003078093753927171,0.013764370362844738,-0.13369870223500796,0.07557144979216765,0.037917758873234744,0.048421674679156555,0.0
2008-10-01,0.004400959740685547,0.0002996819658693927,0.022128619119158886,0.00025891790605240655,0.0,0.010383519470872663,-0.00016664947217399746,0.0,1.3940725419642186,0.0,-0.0039035202666236773,0.0001122521503642161,-0.001141826420057686,-0.012593468962355987,0.010504991253079828,0.122018500193616,-0.0008382150214507953,0.020237702459281644,-0.9159450130695962,0.0,0.0,0.0,0.0,0.0,0.0,-7.864854177334343e-05,-0.0663445935305571,0.0,0.0,0.3107737867063287,0.0028754476020543362,0.0,-0.0007186559205713657,0.004874573982227744,0.0023073829776952327,0.5331881082326694,0.6000835733560573,0.7319946956438661,0.8406532792213771,0.001429723913466229,0.0669279059271436,1.878142750472483,0.033620561825775476,-0.00023185868030649662,-0.0002092636501558095,0.14029214924903613,-0.0015043425589414394,0.0,0.03699697255143003,0.0,0.0038812390930920712,0.0014572334698359285,0.010954234096269765,0.0,0.01095912629233528,0.015461031297094818,0.10934522432697084,-2.11675363299238e-05,0.0,0.050245558699724996,0.030092965209779613,-0.0004468047157927942,0.0,0.0,0.00280208976729288,0.0023177216805704004,0.0006103510034773444,0.0,-0.002801705406087335,0.0,0.0,0.0,0.0,0.0,0.11620016397698579,0.0,-0.02651389341498876,0.0367182414402174,0.09459329644266333,0.0,0.001994680005067032,0.0,0.1652861014868945,0.0,0.0,0.00042406486707505074,0.6471439357139984,0.009399601009851532,0.0,-0.003576447848601536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005355912861818688,0.013464874842386882,0.025724116599346553,0.006117225408599888,0.0,0.0,0.024741965412351033,0.002270943289602379,0.011969577179774865,0.4917867425723774,0.0801920367566362,0.04035464995077002,0.049872754481605,0.0
